Time,Sensor,Bubble
2022-12-15 14:36:07.881414,0,LIQUID
2022-12-15 14:36:08.005955,0,LIQUID
2022-12-15 14:36:19.994849,0,AIR
2022-12-15 14:36:20.621287,0,LIQUID
2022-12-15 14:36:28.598389,0,AIR
2022-12-15 14:36:28.801704,0,LIQUID
2022-12-15 14:36:34.225800,0,LIQUID
2022-12-15 14:36:34.359920,0,LIQUID
2022-12-15 14:36:35.240175,0,LIQUID
2022-12-15 14:36:46.400487,0,AIR
2022-12-15 14:36:46.702737,0,AIR
2022-12-15 14:36:47.323521,0,LIQUID
2022-12-15 14:36:55.290096,0,AIR
2022-12-15 14:36:55.491568,0,LIQUID
2022-12-15 14:36:55.604704,0,LIQUID
2022-12-15 14:37:00.748401,0,LIQUID
2022-12-15 14:37:00.855000,0,LIQUID
2022-12-15 14:37:01.026102,0,LIQUID
2022-12-15 14:37:01.349132,0,LIQUID
2022-12-15 14:37:13.220403,0,AIR
2022-12-15 14:37:13.830971,0,LIQUID
2022-12-15 14:37:21.609713,0,AIR
2022-12-15 14:37:21.806022,0,LIQUID
2022-12-15 14:37:27.159687,0,LIQUID
2022-12-15 14:37:27.356024,0,LIQUID
2022-12-15 14:37:27.481007,0,LIQUID
2022-12-15 14:37:27.703804,0,LIQUID
2022-12-15 14:37:39.598855,0,AIR
2022-12-15 14:37:40.178496,0,LIQUID
2022-12-15 14:37:47.925413,0,AIR
2022-12-15 14:37:48.113307,0,LIQUID
2022-12-15 14:37:53.490410,0,LIQUID
2022-12-15 14:37:54.030328,0,LIQUID
2022-12-15 14:38:05.853931,0,AIR
2022-12-15 14:38:06.480620,0,LIQUID
2022-12-15 14:38:14.227654,0,AIR
2022-12-15 14:38:14.428955,0,LIQUID
2022-12-15 14:38:19.725180,0,LIQUID
2022-12-15 14:38:20.120768,0,LIQUID
2022-12-15 14:38:20.263248,0,LIQUID
2022-12-15 14:38:31.979477,0,AIR
2022-12-15 14:38:32.618723,0,LIQUID
2022-12-15 14:38:40.300035,0,AIR
2022-12-15 14:38:40.505622,0,LIQUID
2022-12-15 14:38:45.781329,0,AIR
2022-12-15 14:38:45.942369,0,LIQUID
2022-12-15 14:38:46.143471,0,LIQUID
2022-12-15 14:38:46.416646,0,AIR
2022-12-15 14:38:57.996350,0,AIR
2022-12-15 14:38:58.641898,0,LIQUID
2022-12-15 14:39:06.365416,0,AIR
2022-12-15 14:39:06.573155,0,LIQUID
2022-12-15 14:39:11.876306,0,LIQUID
2022-12-15 14:39:12.010812,0,LIQUID
2022-12-15 14:39:12.365299,0,LIQUID
2022-12-15 14:39:12.473324,0,LIQUID
2022-12-15 14:39:24.122917,0,AIR
2022-12-15 14:39:24.760186,0,LIQUID
2022-12-15 14:39:32.478283,0,AIR
2022-12-15 14:39:32.687207,0,LIQUID
2022-12-15 14:39:38.388181,0,AIR
2022-12-15 14:39:50.274218,0,AIR
2022-12-15 14:39:50.906033,0,LIQUID
2022-12-15 14:39:58.595243,0,AIR
2022-12-15 14:39:58.799275,0,LIQUID
2022-12-15 14:40:04.166252,0,LIQUID
2022-12-15 14:40:04.572927,0,LIQUID
2022-12-15 14:40:05.032473,0,LIQUID
2022-12-15 14:40:16.315874,0,AIR
2022-12-15 14:40:16.961593,0,LIQUID
2022-12-15 14:40:24.683286,0,AIR
2022-12-15 14:40:24.893128,0,LIQUID
2022-12-15 14:40:30.191619,0,LIQUID
2022-12-15 14:40:30.294654,0,LIQUID
2022-12-15 14:40:30.514997,0,LIQUID
2022-12-15 14:40:30.623834,0,LIQUID
2022-12-15 14:40:30.895002,0,AIR
2022-12-15 14:40:42.403381,0,AIR
2022-12-15 14:40:43.047992,0,LIQUID
2022-12-15 14:40:50.752834,0,AIR
2022-12-15 14:40:50.960920,0,LIQUID
2022-12-15 14:40:56.307440,0,LIQUID
