20220222-13:02:02,36.58918762207031,45.607666015625,-0.004172974266111851,0.1109633818268776
20220222-13:02:18,34.87159729003906,43.89434814453125,-1.642627239227295,-0.4765363037586212
20220222-13:02:33,31.857986450195312,42.15447998046875,-3.1848654747009277,-1.0851337909698486
20220222-13:02:48,28.849655151367188,40.246063232421875,-5.464566230773926,-2.0999979972839355
20220222-13:03:03,27.036300659179688,38.134796142578125,-5.112494945526123,-2.099996566772461
20220222-13:03:18,26.218460083007812,36.071258544921875,-4.980234622955322,-2.099998950958252
20220222-13:03:33,25.632400512695312,32.8997802734375,-4.913686752319336,-2.100003480911255
20220222-13:03:48,25.119949340820312,29.76666259765625,-4.872344493865967,-2.0999882221221924
20220222-13:04:03,24.984207153320312,29.162353515625,-3.170414924621582,-1.3541162014007568
20220222-13:04:18,24.983993530273438,28.510711669921875,-2.061657667160034,-0.8558300733566284
20220222-13:04:33,24.988662719726562,27.995513916015625,-1.3355892896652222,-0.5318725109100342
20220222-13:04:49,24.992965698242188,27.598602294921875,-0.8363580107688904,-0.3153473436832428
20220222-13:05:04,24.993820190429688,27.302215576171875,-0.4927801191806793,-0.15007813274860382
20220222-13:05:19,24.997055053710938,27.082122802734375,-0.2541932165622711,-0.05803218111395836
20220222-13:05:34,24.997024536132812,26.912872314453125,-0.09940773993730545,0.004910147748887539
20220222-13:05:49,24.997940063476562,26.7821044921875,0.006796646397560835,0.047760963439941406
20220222-13:06:04,24.998977661132812,26.67816162109375,0.06685066968202591,0.0730639398097992
20220222-13:06:19,24.998580932617188,26.596710205078125,0.12214601039886475,0.09527202695608139
20220222-13:06:34,25.000015258789062,26.623260498046875,0.13325731456279755,0.10106433182954788
20220222-13:06:49,25.000961303710938,25.73291015625,0.1572001874446869,0.11125153303146362
20220222-13:07:04,25.000503540039062,25.901031494140625,0.18202677369117737,0.13004767894744873
20220222-13:07:20,24.999496459960938,26.003387451171875,0.21300409734249115,0.13218344748020172
20220222-13:07:35,25.000381469726562,26.058349609375,0.21770945191383362,0.1344641000032425
20220222-13:07:50,25.000625610351562,26.087677001953125,0.21805712580680847,0.13624992966651917
20220222-13:08:05,25.000778198242188,26.10504150390625,0.2445673644542694,0.14206987619400024
20220222-13:08:20,25.000442504882812,26.11431884765625,0.25949302315711975,0.14846113324165344
20220222-13:08:35,24.999526977539062,26.119171142578125,0.2780933380126953,0.15524841845035553
20220222-13:08:50,24.999404907226562,26.12115478515625,0.3073296546936035,0.16529592871665955
20220222-13:09:05,25.002548217773438,26.122222900390625,0.25126078724861145,0.14995770156383514
20220222-13:09:20,26.432693481445312,26.138397216796875,2.431272268295288,0.8812166452407837
20220222-13:09:36,29.449722290039062,26.435882568359375,3.1581461429595947,1.1647506952285767
20220222-13:09:51,32.49546813964844,27.19708251953125,3.5926513671875,1.353959321975708
20220222-13:10:06,35.51667785644531,28.402496337890625,3.9012885093688965,1.492376685142517
20220222-13:10:21,38.53413391113281,29.978607177734375,4.176662921905518,1.624298095703125
20220222-13:10:36,41.55213928222656,31.86138916015625,4.427207946777344,1.7419642210006714
