20211208-12:08:41,23.079391479492188,24.13604736328125,-0.005663681775331497,0.057763151824474335
20211208-12:08:56,23.049758911132812,24.097686767578125,-0.005707855802029371,0.05777708441019058
20211208-12:09:11,23.015121459960938,24.061492919921875,-0.00570167601108551,0.0580718107521534
20211208-12:09:26,22.981246948242188,24.02679443359375,-0.00570510933175683,0.05807819589972496
20211208-12:09:41,22.945571899414062,23.992401123046875,-0.005702133756130934,0.05809614062309265
20211208-12:09:56,22.914871215820312,23.95819091796875,-0.005735092796385288,0.05796413868665695
20211208-12:10:11,22.891250610351562,23.92578125,-0.005723648704588413,0.057720739394426346
20211208-12:10:26,22.874282836914062,23.89666748046875,-0.0058021554723382,0.057372111827135086
20211208-12:10:41,23.992568969726562,23.877838134765625,2.0923829078674316,0.6141319870948792
20211208-12:10:56,27.023452758789062,24.08563232421875,2.970487117767334,0.889289379119873
20211208-12:11:12,30.040176391601562,24.894683837890625,3.4332518577575684,1.050130844116211
20211208-12:11:27,33.07511901855469,26.28045654296875,3.766829490661621,1.1715617179870605
20211208-12:11:42,36.08403015136719,28.08270263671875,4.044591426849365,1.277807354927063
20211208-12:11:57,39.12098693847656,30.156402587890625,4.238162040710449,1.3603628873825073
20211208-12:12:12,42.12492370605469,32.452484130859375,4.450961112976074,1.447265386581421
20211208-12:12:27,45.14369201660156,34.902252197265625,4.58357572555542,1.5184119939804077
20211208-12:12:42,48.17262268066406,37.4686279296875,4.780157566070557,1.5998183488845825
20211208-12:12:57,51.18287658691406,40.1302490234375,4.905400276184082,1.6656209230422974
20211208-12:13:12,54.21528625488281,42.923736572265625,5.041093349456787,1.735985279083252
20211208-12:13:27,57.20368957519531,45.743560791015625,5.204504489898682,1.8124330043792725
20211208-12:13:43,60.25749206542969,48.532440185546875,5.313076972961426,1.883941888809204
20211208-12:13:58,63.27442932128906,51.36151123046875,5.527340888977051,1.9716788530349731
20211208-12:14:13,66.31687927246094,54.185516357421875,5.555048942565918,2.0121564865112305
20211208-12:14:28,69.30339050292969,57.050018310546875,5.725790500640869,2.0999207496643066
20211208-12:14:43,72.16389465332031,59.9254150390625,5.631080627441406,2.100017786026001
20211208-12:14:58,74.54148864746094,62.77850341796875,5.555551528930664,2.1000044345855713
20211208-12:15:13,73.53654479980469,65.48483276367188,3.096242666244507,1.32022225856781
20211208-12:15:28,70.49946594238281,67.54544067382812,2.461042881011963,1.0860323905944824
20211208-12:15:43,67.46043395996094,68.45233154296875,1.9408752918243408,0.8976227045059204
20211208-12:15:59,64.83830261230469,68.24026489257812,3.326638698577881,1.2848389148712158
20211208-12:16:14,64.99357604980469,67.37542724609375,3.223297119140625,1.2629197835922241
20211208-12:16:29,64.99989318847656,66.51528930664062,3.324230670928955,1.3005645275115967
20211208-12:16:44,65.00038146972656,65.88034057617188,3.3963334560394287,1.3223789930343628
20211208-12:16:59,65.01649475097656,65.47470092773438,3.365048885345459,1.3091461658477783
20211208-12:17:14,65.12223815917969,46.484588623046875,2.8341517448425293,1.1652932167053223
20211208-12:17:29,64.99757385253906,55.1805419921875,3.4666531085968018,1.3466546535491943
20211208-12:17:44,64.99809265136719,59.05078125,3.4565930366516113,1.3441044092178345
20211208-12:17:59,64.99986267089844,61.214813232421875,3.5147979259490967,1.3627636432647705
20211208-12:18:14,65.00529479980469,62.515472412109375,3.4709630012512207,1.3499692678451538
20211208-12:18:30,64.98078918457031,63.335906982421875,3.6162774562835693,1.3898396492004395
20211208-12:18:45,64.99909973144531,63.839019775390625,3.484584331512451,1.353867530822754
20211208-12:19:00,64.98625183105469,54.16632080078125,3.521345376968384,1.3632994890213013
20211208-12:19:15,64.99226379394531,58.262908935546875,3.5201828479766846,1.3658416271209717
20211208-12:19:30,65.00303649902344,60.64593505859375,3.456254720687866,1.3459001779556274
20211208-12:19:45,64.98881530761719,62.1341552734375,3.5607497692108154,1.3756585121154785
20211208-12:20:00,64.99403381347656,63.060760498046875,3.482478380203247,1.352623701095581
20211208-12:20:15,65.00456237792969,63.64178466796875,3.3647618293762207,1.318259358406067
